Username,Handle,Timestamp,Text,Associated Hashtags,Replies,Retweets,Likes
Paul Burgin,@Paul_Burgin,2021-12-15T09:01:52.000Z,"#MarsHillBlog Post On the United Nations report that the high point of Arctic heat is like being in the Mediterranean #ClimateChange #Environment #Arctic http://paulburgin.blogspot.com/2021/12/united-nations-arctic-heat-record-like.html…
1","['#MarsHillBlog', '#Environment', '#Arctic']",0,0,1
My Zero Carbon,@MyZeroCarbon,2021-12-15T09:01:40.000Z,".
Climate Council 
@climatecouncil
 Annual Report 2021

https://climatecouncil.org.au/climate-council-annual-report-2021/…

#Australia
#ClimateChange
 #climateaction #climate #renewables #netzero #RacetoZero #actonclimate  #ClimateEmergency #globalwarming
climatecouncil.org.au
Climate Council Annual Report 2021 | Climate Council
2021 has revealed some hard truths about the crisis we face: climate change is accelerating, with global warming of 1.5°C expected to be breached in the coming decades. This crisis is unfolding...
1","['#Australia', '#climateaction', '#climate', '#renewables', '#netzero', '#RacetoZero', '#actonclimate', '#ClimateEmergency', '#globalwarming']",0,0,1
Silicone Startup,@napbot,2021-12-15T09:00:25.000Z,"AQI: 294
Advisory:- Very Unhealthy: everyone especially children, should limit prolonged outdoor exertion

#ClimateChange #globalwarming #savetheplanet #PlantATree #AirQuality
#environment #Healthy #Future #Children
1
1","['#globalwarming', '#savetheplanet', '#PlantATree', '#AirQuality', '#environment', '#Healthy', '#Future', '#Children']",0,1,1
Climate Edge,@ClimateEdgeLtd,2021-12-15T09:00:24.000Z,"The energy use per person in countries in #Africa Vs. the average American Fridge... crazy!

#ClimateChange | #GlobalWarming | #ClimateAction | #EnergySector
1","['#Africa', '#GlobalWarming', '#ClimateAction', '#EnergySector']",0,0,1
Puneet Gupta,@PuneetGupta_pg,2021-12-15T09:00:02.000Z,".
@singhjaz
 investigates how industry 4.0 is helping drive #SustainableManufacturing. From providing real-time data to improving resource utilisation, #DigitalTransformation is vital for achieving environmental goals and helping to tackle #ClimateChange.
mbtmag.com
How Industry 4.0 Drives Sustainable Manufacturing
How Industry 4.0 Drives Sustainable Manufacturing
1
2","['#SustainableManufacturing.', '#DigitalTransformation', '#ClimateChange.']",0,1,2
Rise Up 4 Climate,@RiseUp4Climate,2021-12-15T08:59:41.000Z,"Study combines climatic, tectonic models to explain Andean conundrum https://sciencedaily.com/releases/2021/12/211214134952.htm?utm_source=SPS&utm_medium=Twitter-Riseup4Climate… #ClimateStrike #auspol #climatechange
sciencedaily.com
Study combines climatic, tectonic models to explain Andean conundrum
The Andes Mountains are much taller than plate tectonic theories predict they should be, a fact that has puzzled geologists for decades. Mountain-building models tend to focus on the deep-seated...
1
1","['#ClimateStrike', '#auspol']",0,1,1
Christopher Cartwright,@chriscartw83,2021-12-15T08:59:00.000Z,"Temperature anomalies 15.12.2021

#Arctic: -0.5C  average (). Negative again (d4).. 

(now) Strong #Climate event in E #Antarctica  +2.4C ()
3 sygma event in #America

Heat from N #Africa to central and E #Russia, as usual

#ClimateCrisis  #ClimateChange
1
3
5","['#Arctic:', '#Climate', '#Antarctica', '#America', '#Africa', '#Russia,', '#ClimateCrisis']",1,3,5
Veronica Scheubel,@ScheubelDevelop,2021-12-15T08:55:33.000Z,"Have Sir Richard Attenborough explain it to you: 
""Self-interest is for the past - common interest is for the future.""
I will adopt that as my tagline for 2022.

#sustainability #climatechange #climateaction #change #transformation #leadership
youtube.com
'People are listening', Greta meets Sir David - BBC
Subscribe and  to OFFICIAL BBC YouTube  https://bit.ly/2IXqEInStream original BBC programmes FIRST on BBC iPlayer 
2
1","['#sustainability', '#climateaction', '#change', '#transformation', '#leadership']",0,2,1
analysis06,@FiyyazAhmed_06,2021-12-15T08:53:40.000Z,"A 2019 poll reported that almost 38 percent of #Americans aged 18 to 29 believe that #couples should consider #climatechange when deciding to have #children
businessinsider.com
More than a third of millennials share Rep. Alexandria Ocasio-Cortez's worry about having kids...
Rep. Alexandria Ocasio-Cortez said some young people are concerned about having children because of the threat of climate change.
1
1","['#Americans', '#couples', '#children']",1,0,1
Askgerbil Now,@Askgerbil,2021-12-15T08:53:29.000Z,"December 2021: ""Powercor fined $130,000 over St Patrick's Day bushfires"" 
https://abc.net.au/news/2021-12-15/powercor-fined-over-bushfire-st-patricks-day-2018/100701664… 
#ClimateChange increases risk of dangerous bushfires.
abc.net.au
Powercor fined $130,000 over St Patrick's Day bushfires
Electricity distributor Powercor is fined $130,000 over a bushfire that swept across south-west Victoria on St Patrick's Day in 2018.
1",[],0,0,1
Kent Jordet,@kenta1971,2021-12-15T08:50:23.000Z,"Accelerating innovation, and scaling solutions that work quickly, could help us build resilience ahead of the most severe climate hazards #climatechange #sustainability #scienceandenvironment #innovation
mckinsey.com
Protecting people from a changing climate: The case for resilience
Our new study lays bare the potential impact of climate risks for people across the globe—and underscores the need to protect the most vulnerable and build resilience.","['#sustainability', '#scienceandenvironment', '#innovation']",0,0,0
IIM Udaipur,@IIM_Udaipur,2021-12-15T08:50:09.000Z,"In the latest session of the UForum series, Prof. D.V.R. Seshadri, discussed a time-sensitive topic - 'Climate Change Mitigation - What Each One of Us Must Understand'. Check out the highlights here: https://youtu.be/RsnnRq60xDE

#IIMU #IIM #ClimateChange #ItStartsAtU #BSchool #MBA
youtube.com
UForum | Climate Change Mitigation - What Each One of Us Must...
'U Forum' series aims at bringing a classroom learning experience through panel discussions with our esteemed faculty members. The first session of the UForu...
9","['#IIMU', '#IIM', '#ItStartsAtU', '#BSchool', '#MBA']",0,0,9
RyGuy,@RyGuy7519,2021-12-15T08:49:15.000Z,"Replying to 
@CTVNews
Yikes. Lousy climate change! #ClimateChange   #Antarctica",['#Antarctica'],0,0,0
Sarah Zahr,@SarahZahr1,2021-12-15T08:48:57.000Z,"From the latest New York Times interactive article on climate change.
#itisreal #Climatechange",['#itisreal'],0,0,0
𝙃𝙖𝙨𝙨𝙖𝙗𝙖𝙡𝙡𝙖,@iHasabala,2021-12-15T08:48:46.000Z,"Sustainable energy sources are essential to the continued development of our society and our economy, and todays announcement by the Government of Saskatchewan and the Government of Alberta, as well #ClimateChange #RenewableEnergy
1",['#RenewableEnergy'],0,0,1
Veer,@VeerAbhiyan,2021-12-15T08:48:39.000Z,"#RT 
@UN
: RT 
@WMO
: WMO has recognized temperature of 38°C (100.4°F) in Verkhoyansk (Russia) on 20.6.2020 as new #Arctic record
It occurred during a prolonged heatwave, which would have been almost impossible without #climatechange
It is indicative of warm…
From 
World Meteorological Organization","['#RT', '#Arctic']",0,0,0
Vibes of India | ગુજરાતી,@VoI_Gujarati,2021-12-15T08:48:39.000Z,"ક્લાઇમેટ ચેન્જનો મામલો UN સિક્યુરિટી કાઉન્સિલમાં લાવવાની દરખાસ્ત સામે ભારતનો વિરોધ

https://vibesofindia.com/gu/india-opposes-proposal-to-bring-climate-change-issue-to-un-security-council-guj/…

#UNFCCC #ClimateChange 
@UNFCCC
 #India #Russia #VittoPower #VibesOfIndia
vibesofindia.com
ક્લાઇમેટ ચેન્જનો મામલો UN સિક્યુરિટી કાઉન્સિલમાં લાવવાની દરખાસ્ત સામે ભારતનો વિરોધ - Vibes Of India
ભારતે અંતિમ મુસદ્દા કરારમાં છેલ્લી ઘડીએ સુધારો કરવાની ફરજ પાડી હતી જેથી કોલસાના ""ફેઝ-આઉટ""ની જોગવાઈને ""ફેઝ-ડાઉન"" માં બદલવામાં આવી હતી.","['#UNFCCC', '#India', '#Russia', '#VittoPower', '#VibesOfIndia']",0,0,0
Plastic Collectors,@plasticollector,2021-12-15T08:48:02.000Z,"According to a study, changes in the earth's orbit have led to several fluctuations in temperature throughout history. However, we're 95% sure that today's climate change is mostly due to human activity.
What are your thoughts? 

#Plasticcollectors #climatechange #ClimateCrisis
0:28
5 views
2","['#Plasticcollectors', '#ClimateCrisis']",0,0,2
Joint Woman’s Programme,@JWP_India,2021-12-15T08:47:40.000Z,"Replying to 
@SudhaRamenIFS
Heartbreaking how humans are destroying the voiceless by playing major role in #ClimateCrisis #climatechange
1",['#ClimateCrisis'],0,0,1
Ethics Today,@MoralityToday,2021-12-15T08:47:03.000Z,"Coke and other consumer goods companies claim to be tackling plastic pollution but they are working alongside the fossil fuel industry to perpetuate the big lie: that we can recycle our way out of the plastic crisis. #climateaction #climatechange #plastic 
@CocaCola
 @Greenpeace
1
1
1","['#climateaction', '#plastic']",1,1,1
Andrew Zolnai,@azolnai,2021-12-15T08:46:54.000Z,"#nothing2seehere #climatechange #8
Andy Lester
@AndyLester01
 · 11h
The extreme droughts caused by the #ClimateCrisis continue in East Africa.  The decisions we collectively make in the next 12 months ahead of #Cop27 will especially impact nature and people in the #GlobalSouth 
@CClimateAction @arochaghana @RochaUganda @ExtinctionR @GreenpeaceUK","['#nothing2seehere', '#8', '#ClimateCrisis', '#Cop27', '#GlobalSouth']",0,0,0
EcoManDan,@EcoManDan,2021-12-15T08:45:56.000Z,"#cc #climatechange RT 
@UNEP
: The transmission of diseases, like #COVID19, between animals & humans threatens economic development, animal & huma… https://twitter.com/i/web/status/1471027292856102922…
1","['#cc', '#COVID19,']",0,0,1
Lulu Walcott Medicare For All & GND,@LuluWalcott1,2021-12-15T08:37:12.000Z,"#Weather #Tornadoes #ClimateCrisis #ClimateChange —> What we know about the connection between tornadoes and climate change - ABC News - https://abcn.ws/3oUlUrm via 
@ABC
abcnews.go.com
What we know about the connection between tornadoes and climate change
Climate change is causing severe weather events. Does that include tornadoes?
1","['#Weather', '#Tornadoes', '#ClimateCrisis']",0,0,1
FAO Forestry,@FAOForestry,2021-12-15T08:35:57.000Z,"A new 
@FAO
 toolkit aims to help connect national forest and farm producer organizations to #climatechange finance globally.

Read more: https://bit.ly/3s3YBNC

#ForestFarmFacility
9
10",['#ForestFarmFacility'],0,9,10
Carol Hulme,@carol_hulme,2021-12-15T08:35:47.000Z,"It’s not so grim up North as climate change brings more sun, say scientists
You could have fooled me. #ClimateChange http://digitaleditions.telegraph.co.uk/data/816/reader/reader.html?social#!preferred/0/package/816/pub/816/page/39/article/251027…",['http://digitaleditions.telegraph.co.uk/data/816/reader/reader.html?social#!preferred/0/package/816/pub/816/page/39/article/251027…'],0,0,0
Michelle Kilfoyle,@mica_spangled,2021-12-15T08:34:56.000Z,"Can we keep the pulse of 1.5C alive?

Great to write this round-up of 
@EconObservatory
 coverage on the economic impetus for #ClimateChange action and the vital role of economics in ensuring a just transition to net zero.
economicsobservatory.com
Climate change: what are the economic impacts and potential solutions? - Economics Observatory
To stand a chance of meeting the net-zero ambitions of the Paris Agreement, a multi-pronged approach to curbing climate change is needed that permeates all sectors of our society and economy. Done...
2
3",[],0,2,3
Robert Rubinstein,@tbli,2021-12-15T08:34:18.000Z,"Asset managers never believed that financial returns could be achieved with ESG focus, despite all their PR.  We must have a firm price on carbon. Pimco, Fidelity Shun Net-Zero Alliance Embraced by BlackRock https://buff.ly/3245qDH #climatechange #esginvesting #impactinvesting
finance.yahoo.com
Pimco, Fidelity Shun Net-Zero Alliance Embraced by BlackRock
(Bloomberg) -- A group of Wall Street giants has decided to sit out one of the industry’s biggest coalitions: the Glasgow Financial Alliance for Net Zero.Most Read from BloombergZero Taxes, Golf and...
2","['#esginvesting', '#impactinvesting']",0,0,2
"Financial World, the magazine of @StudyLIBF","Financial World, the magazine of @StudyLIBF",2021-12-15T08:33:07.000Z,"Climate change: Highest temperature ever recorded in Arctic as UN sounds 'alarm bells' over crisis https://news.sky.com/story/climate-change-highest-temperature-ever-recorded-in-arctic-as-un-sounds-alarm-bells-over-crisis-12495773… 

#NetZero #banks #financialservices #ESG #green #climatechange
news.sky.com
Climate change: Highest temperature ever recorded in Arctic as UN sounds 'alarm bells' over crisis
WMO spokeswoman Clare Nullis said the record reading was the first of its kind in a new category of Arctic temperature monitoring.","['#NetZero', '#banks', '#financialservices', '#ESG', '#green']",0,0,0
The Weather Channel India,@weatherindia,2021-12-15T08:33:00.000Z,"The deadly tornado outbreak that tore through Central US was so unusual for December, that Americans—including US President Joe Biden—are speculating if #ClimateChange had a role to play in their occurrence.
 
Read: https://weather.com/en-IN/india/climate-change/news/2021-12-15-climate-change-linked-to-deadly-tornadoes-in-us…
 
: Caromirna Sanchez/Xinhua
2",[],0,0,2
Stefanie Weitz,@LotteGE,2021-12-15T08:32:44.000Z,"@SwissRe
: Natural catastrophe losses are likely to continue to grow more than global GDP given increases in wealth, urbanisation and #climatechange
Reuters Science News
@ReutersScience
 · Dec 14
Hurricane Ida and a winter storm that brought freezing temperatures to Texas made 2021 one of the costliest years on record for insurers, Swiss Re said on Tuesday. https://reuters.com/markets/commodities/us-storms-make-2021-one-most-costly-record-insurers-swiss-re-says-2021-12-14/?taid=61b8e9c5c672dc0001d6de19&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter…
1
1",[],0,1,1
